INFO    | MainThread| SLAHelper| set_sla_lock ] --> SLA sate is locked? R: True
INFO    | T_AZ2   | Chave   | place    ] --> Allocating i-55E109F1 in NODE0 regular AZ2
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 9240 from START sec is 172.52 WH
INFO    | T_AZ3   | Chave   | best_host ] --> Best host for i-1DCF40C2-regular (vcpu:1) is NODE0 (cpu:7.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ3   | Virtual | set_host_id ] --> Host id NODE0 defined for i-1DCF40C2 t:regular, az:AZ3
INFO    | T_AZ3   | Chave   | place    ] --> Allocating i-1DCF40C2 in NODE0 regular AZ3
DEBUG   | T_AZ3   | Chave   | measure_energy ] --> Energy at 9240 from START sec is 147.1 WH
INFO    | T_AZ3   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-1DCF40C2 NODE0 from AZ3 None typ: regular
DEBUG   | T_AZ3   | Chave   | measure_energy ] --> Energy at 9240 from DEFAULT sec is 139.91 WH
INFO    | T_lc0   | Chave   | best_host ] --> Best host for i-BED34065-replica (vcpu:1) is NODE0 (cpu:4.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_lc0   | Virtual | set_host_id ] --> Host id NODE0 defined for i-BED34065 t:replica, az:AZ1
INFO    | T_lc0   | Chave   | place    ] --> Allocating i-BED34065 in NODE0 replica AZ2
INFO    | T_lc0   | Chave   | region_replication ] --> Allocating REPLICA i-BED34065 on AZ2
INFO    | T_AZ3   | Chave   | best_host ] --> Best host for i-3C754083-regular (vcpu:1) is NODE0 (cpu:7.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ3   | Virtual | set_host_id ] --> Host id NODE0 defined for i-3C754083 t:regular, az:AZ3
INFO    | T_AZ3   | Chave   | place    ] --> Allocating i-3C754083 in NODE0 regular AZ3
DEBUG   | T_AZ3   | Chave   | measure_energy ] --> Energy at 9316 from START sec is 147.1 WH
INFO    | T_AZ2   | Chave   | best_host ] --> Best host for i-4DC408FF-critical (vcpu:1) is NODE0 (cpu:3.0). ovbCount:0, tax:0 hasOvb? False.
INFO    | T_AZ5   | Physical| set_host_off ] --> NEW state in AZ5: NODE0 turned on? False
INFO    | T_AZ1   | Physical| set_host_off ] --> NEW state in AZ1: NODE0 turned on? False
INFO    | T_AZ2   | Chave   | require_replica ] --> i-4DC408FF-critical require replication! AZ2=?AZ2
INFO    | T_AZ5   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-CA7A42D9 NODE0 from AZ5 None typ: regular
INFO    | T_AZ1   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-367C4239 NODE0 from AZ1 None typ: regular
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 9540 from DEFAULT sec is 0 WH
INFO    | T_lc0   | DistInfra| get_hosts_density ] --> AZ AZ1 has 0.0% hosts actives
DEBUG   | T_AZ5   | Chave   | measure_energy ] --> Energy at 9540 from DEFAULT sec is 0 WH
INFO    | T_AZ2   | Chave   | replicate_vm ] --> Pool lc0_AZ2_i-4DC408FF created for replication
INFO    | T_lc0   | DistInfra| get_hosts_density ] --> AZ AZ3 has 14.2857142857% hosts actives
DEBUG   | T_AZ2   | Virtual | set_host_id ] --> Host id NODE0 defined for i-4DC408FF t:critical, az:AZ2
INFO    | T_lc0   | Chave   | choose_az_for_vm_replica ] --> VM i-4DC408FF (from AZ2) will be replicated for AZ3
INFO    | T_AZ2   | Chave   | place    ] --> Allocating i-4DC408FF in NODE0 critical AZ2
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 9660 from START sec is 178.66 WH
INFO    | T_lc0   | Chave   | best_host ] --> Best host for i-4DC408FF-replica (vcpu:1) is NODE0 (cpu:6.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_lc0   | Virtual | set_host_id ] --> Host id NODE0 defined for i-4DC408FF t:replica, az:AZ2
INFO    | T_lc0   | Chave   | place    ] --> Allocating i-4DC408FF in NODE0 replica AZ3
INFO    | T_lc0   | Chave   | region_replication ] --> Allocating REPLICA i-4DC408FF on AZ3
INFO    | T_AZ5   | Chave   | best_host ] --> Best host for i-3F7B4345-critical (vcpu:2) is NODE0 (cpu:32.0). ovbCount:0, tax:0 hasOvb? False.
INFO    | T_AZ5   | Chave   | require_replica ] --> i-3F7B4345-critical require replication! AZ5=?AZ5
INFO    | T_AZ5   | Chave   | replicate_vm ] --> Pool lc1_AZ5_i-3F7B4345 created for replication
INFO    | T_lc1   | DistInfra| get_hosts_density ] --> AZ AZ4 has 16.6666666667% hosts actives
INFO    | T_AZ3   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-3C754083 NODE0 from AZ3 None typ: regular
DEBUG   | T_AZ3   | Chave   | measure_energy ] --> Energy at 9960 from DEFAULT sec is 147.1 WH
INFO    | T_lc1   | DistInfra| get_hosts_density ] --> AZ AZ6 has 0.0% hosts actives
DEBUG   | T_AZ5   | Virtual | set_host_id ] --> Host id NODE0 defined for i-3F7B4345 t:critical, az:AZ5
INFO    | T_AZ5   | Chave   | place    ] --> Allocating i-3F7B4345 in NODE0 critical AZ5
INFO    | T_lc1   | Chave   | choose_az_for_vm_replica ] --> VM i-3F7B4345 (from AZ5) will be replicated for AZ4
INFO    | T_AZ5   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
DEBUG   | T_AZ5   | Chave   | measure_energy ] --> Energy at 10080 from START sec is 147.1 WH
INFO    | T_AZ1   | Chave   | best_host ] --> Best host for i-AB963FAD-regular (vcpu:1) is NODE0 (cpu:24.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ1   | Virtual | set_host_id ] --> Host id NODE0 defined for i-AB963FAD t:regular, az:AZ1
INFO    | T_AZ1   | Chave   | place    ] --> Allocating i-AB963FAD in NODE0 regular AZ1
INFO    | T_AZ1   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 10260 from START sec is 139.91 WH
INFO    | T_lc1   | Chave   | best_host ] --> Best host for i-3F7B4345-replica (vcpu:2) is NODE0 (cpu:6.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_lc1   | Virtual | set_host_id ] --> Host id NODE0 defined for i-3F7B4345 t:replica, az:AZ5
INFO    | T_lc1   | Chave   | place    ] --> Allocating i-3F7B4345 in NODE0 replica AZ4
INFO    | T_lc1   | Chave   | region_replication ] --> Allocating REPLICA i-3F7B4345 on AZ4
INFO    | T_AZ6   | Chave   | best_host ] --> Best host for i-9343446A-regular (vcpu:2) is NODE0 (cpu:32.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ6   | Virtual | set_host_id ] --> Host id NODE0 defined for i-9343446A t:regular, az:AZ6
INFO    | T_AZ6   | Chave   | place    ] --> Allocating i-9343446A in NODE0 regular AZ6
INFO    | T_AZ6   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
INFO    | T_AZ1   | Physical| set_host_off ] --> NEW state in AZ1: NODE0 turned on? False
INFO    | T_AZ2   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-49F207B6 NODE0 from AZ2 None typ: regular
DEBUG   | T_AZ6   | Chave   | measure_energy ] --> Energy at 10440 from START sec is 147.1 WH
INFO    | T_AZ5   | Physical| set_host_off ] --> NEW state in AZ5: NODE0 turned on? False
INFO    | T_AZ1   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-AB963FAD NODE0 from AZ1 None typ: regular
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 10440 from DEFAULT sec is 175.2 WH
INFO    | T_AZ2   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-310005BF NODE0 from AZ2 None typ: regular
INFO    | T_AZ5   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-3F7B4345 NODE0 from AZ5 lc1_AZ5_i-3F7B4345 typ: critical
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 10500 from DEFAULT sec is 0 WH
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 10500 from DEFAULT sec is 172.52 WH
DEBUG   | T_AZ5   | Chave   | measure_energy ] --> Energy at 10500 from DEFAULT sec is 0 WH
INFO    | T_AZ5   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-3F7B4345 NODE0 from AZ4 lc1_AZ5_i-3F7B4345 typ: replica
DEBUG   | T_AZ5   | Chave   | measure_energy ] --> Energy at 10560 from replica sec is 304.18 WH
INFO    | T_AZ2   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-3CD1084F NODE0 from AZ2 None typ: regular
INFO    | T_AZ3   | Chave   | best_host ] --> Best host for i-7CA34122-regular (vcpu:1) is NODE0 (cpu:6.0). ovbCount:0, tax:0 hasOvb? False.
INFO    | T_AZ6   | Physical| set_host_off ] --> NEW state in AZ6: NODE0 turned on? False
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 10560 from DEFAULT sec is 168.99 WH
DEBUG   | T_AZ3   | Virtual | set_host_id ] --> Host id NODE0 defined for i-7CA34122 t:regular, az:AZ3
INFO    | T_AZ6   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-9343446A NODE0 from AZ6 None typ: regular
DEBUG   | T_AZ6   | Chave   | measure_energy ] --> Energy at 10620 from DEFAULT sec is 0 WH
INFO    | T_AZ2   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-3FC3072C NODE0 from AZ2 None typ: regular
INFO    | T_AZ3   | Chave   | place    ] --> Allocating i-7CA34122 in NODE0 regular AZ3
DEBUG   | T_AZ3   | Chave   | measure_energy ] --> Energy at 10620 from START sec is 153.2 WH
INFO    | T_AZ3   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-7CA34122 NODE0 from AZ3 None typ: regular
DEBUG   | T_AZ3   | Chave   | measure_energy ] --> Energy at 10620 from DEFAULT sec is 147.1 WH
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 10620 from DEFAULT sec is 166.61 WH
INFO    | T_AZ2   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-44760829 NODE0 from AZ2 None typ: regular
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 10620 from DEFAULT sec is 161.58 WH
INFO    | T_AZ2   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-47CB0883 NODE0 from AZ2 lc0_AZ2_i-47CB0883 typ: critical
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 10800 from DEFAULT sec is 157.08 WH
INFO    | T_AZ2   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-47CB0883 NODE0 from AZ3 lc0_AZ2_i-47CB0883 typ: replica
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 10800 from replica sec is 139.91 WH
DEBUG   | T_gvt   | Chave   | gvt      ] --> GVT s:10800, h:3
INFO    | T_AZ2   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-52AF08F8 NODE0 from AZ2 None typ: regular
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 10860 from DEFAULT sec is 153.2 WH
INFO    | T_AZ2   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-55E109F1 NODE0 from AZ2 None typ: regular
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 10920 from DEFAULT sec is 147.1 WH
INFO    | T_AZ2   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-4DC408FF NODE0 from AZ2 lc0_AZ2_i-4DC408FF typ: critical
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 10920 from DEFAULT sec is 139.91 WH
INFO    | T_AZ2   | Physical| set_host_off ] --> NEW state in AZ3: NODE0 turned on? False
INFO    | T_AZ2   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-4DC408FF NODE0 from AZ3 lc0_AZ2_i-4DC408FF typ: replica
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 10980 from replica sec is 0 WH
INFO    | T_gvt   | Chave   | gvt      ] --> End of GVT!
INFO    | T_lc1   | Chave   | region_replication ] --> Exit for T_lc1 13983 lc1
INFO    | T_lc0   | Chave   | region_replication ] --> Exit for T_lc0 13983 lc0
INFO    | T_AZ5   | Chave   | az_optimized_placement ] --> Exit for T_AZ5 13983 AZ5
INFO    | T_AZ4   | Physical| set_host_off ] --> NEW state in AZ4: NODE4 turned on? False
INFO    | T_AZ1   | Chave   | az_optimized_placement ] --> Exit for T_AZ1 13983 AZ1
INFO    | T_AZ2   | Chave   | az_optimized_placement ] --> Exit for T_AZ2 13983 AZ2
INFO    | T_AZ3   | Chave   | az_optimized_placement ] --> Exit for T_AZ3 13983 AZ3
INFO    | T_AZ6   | Chave   | az_optimized_placement ] --> Exit for T_AZ6 13983 AZ6
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-74F842C4 NODE4 from AZ4 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 13983 from DEFAULT sec is 147.1 WH
INFO    | T_AZ4   | Chave   | az_optimized_placement ] --> Exit for T_AZ4 13983 AZ4
